"Estadillo","lat","lng","ClaIFN3","SubclaseIFN3","ClaIFN4","SubclaseIFN4","SpeciesID","SpeciesName","NtreesNFI2","NtreesNFI3","NtreesNFI4","AgeNFI3","AgeNFI4","SPdevelopmentNFI2","SPdevelopmentNFI2name","SPdevelopmentNFI3","SPdevelopmentNFI3name","SPdevelopmentNFI4","SPdevelopmentNFI4name","Origin1NFI3","Origin1NFI3_EN","Origin2NFI3","Origin2NFI3_EN","Origin1NFI4","Origin1NFI4_EN","Origin2NFI4","Origin2NFI4_EN","SPcoverNFI2","SPcoverNFI3","SPcoverNFI4","RegenerNFI2","RegenerNFI2_EN","RegenerNFI3","RegenerNFI3_EN","RegenerNFI4","RegenerNFI4_EN"
562,42.515217,-4.291605,"A","4","A","1","215","Crataegus monogyna",NA,NA,NA,0,0,NA,NA,2,"Thicket",2,"Thicket",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,10,10,NA,NA,NA,NA,1,"1–4 stems"
562,42.515217,-4.291605,"A","4","A","1","43","Quercus pyrenaica",1,1,12,0,0,NA,NA,2,"Thicket",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,90,90,3,">15 stems",3,">15 stems",1,"1–4 stems"
563,42.503536,-4.510437,NA,NA,NA,NA,"25","Pinus nigra",30,NA,NA,NA,NA,"3","Polewood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,1,"1–4 stems",NA,NA,NA,NA
564,42.503695,-4.49827,NA,NA,NA,NA,"25","Pinus nigra",12,NA,NA,5,NA,NA,NA,2,"Thicket",NA,NA,2,"Artificial","A",NA,NA,NA,NA,NA,NA,60,NA,1,"1–4 stems",2,"5–15 stems",NA,NA
564,42.503695,-4.49827,NA,NA,NA,NA,"26","Pinus pinaster",13,NA,NA,NA,NA,"3","Polewood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,1,"1–4 stems",NA,NA,NA,NA
564,42.503695,-4.49827,NA,NA,NA,NA,"43","Quercus pyrenaica",3,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","3","Coppice (stump or root sprout)",NA,NA,NA,NA,NA,40,NA,3,">15 stems",2,"5–15 stems",NA,NA
566,42.480141,-4.874855,"A","4",NA,NA,"25","Pinus nigra",NA,20,NA,0,NA,"2","Thicket",3,"Polewood",NA,NA,2,"Artificial","J",NA,NA,NA,NA,NA,80,80,NA,0,NA,NA,NA,NA,NA
566,42.480141,-4.874855,"A","4",NA,NA,"25","Pinus nigra",NA,20,NA,0,NA,"1","Young growth",3,"Polewood",NA,NA,2,"Artificial","J",NA,NA,NA,NA,NA,60,80,NA,0,NA,NA,NA,NA,NA
566,42.480141,-4.874855,"A","4",NA,NA,"43","Quercus pyrenaica",NA,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","3","Coppice (stump or root sprout)",NA,NA,NA,NA,NA,20,NA,3,">15 stems",3,">15 stems",NA,NA
567,42.480339,-4.862695,"A","1",NA,NA,"25","Pinus nigra",2,20,NA,20,NA,"2","Thicket",3,"Polewood",NA,NA,2,"Artificial","B",NA,NA,NA,NA,NA,90,90,NA,0,NA,NA,NA,NA,NA
567,42.480339,-4.862695,"A","1",NA,NA,"43","Quercus pyrenaica",NA,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","3","Coppice (stump or root sprout)",NA,NA,NA,NA,NA,10,NA,1,"1–4 stems",2,"5–15 stems",NA,NA
568,42.47114,-4.874586,"A","1",NA,NA,"25","Pinus nigra",1,28,NA,0,NA,"2","Thicket",3,"Polewood",NA,NA,2,"Artificial","C",NA,NA,NA,NA,NA,90,80,NA,0,NA,NA,NA,NA,NA
568,42.47114,-4.874586,"A","1",NA,NA,"25","Pinus nigra",1,28,NA,0,NA,"1","Young growth",3,"Polewood",NA,NA,2,"Artificial","C",NA,NA,NA,NA,NA,60,80,NA,0,NA,NA,NA,NA,NA
568,42.47114,-4.874586,"A","1",NA,NA,"43","Quercus pyrenaica",NA,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,20,NA,3,">15 stems",3,">15 stems",NA,NA
569,42.462139,-4.874317,"A","4","A","1","25","Pinus nigra",NA,22,28,20,0,"1","Young growth",3,"Polewood",4,"Old growth",2,"Artificial","B",NA,2,"Artificial",2,"Plantation",60,70,60,0,NA,NA,NA,NA,NA
569,42.462139,-4.874317,"A","4","A","1","25","Pinus nigra",NA,22,28,20,0,"2","Thicket",3,"Polewood",4,"Old growth",2,"Artificial","B",NA,2,"Artificial",2,"Plantation",80,70,60,0,NA,NA,NA,NA,NA
569,42.462139,-4.874317,"A","4","A","1","43","Quercus pyrenaica",NA,NA,1,0,0,NA,NA,2,"Thicket",2,"Thicket",1,"Natural","3","Coppice (stump or root sprout)",1,"Natural",4,"Mixed: seed and sprout",NA,30,40,3,">15 stems",3,">15 stems",3,">15 stems"
570,42.462337,-4.862161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,42.452939,-4.886203,"A","4","A","1","25","Pinus nigra",3,16,21,0,0,"3","Polewood",4,"Old growth",4,"Old growth",3,"Naturalized","5","Mixed: seed and plantation",3,"Naturalized",5,"Mixed: seed and plantation",60,50,60,NA,NA,NA,NA,2,"5–15 stems"
571,42.452939,-4.886203,"A","4","A","1","26","Pinus pinaster",4,6,3,0,0,NA,NA,4,"Old growth",4,"Old growth",3,"Naturalized","5","Mixed: seed and plantation",3,"Naturalized",5,"Mixed: seed and plantation",NA,30,20,NA,NA,NA,NA,1,"1–4 stems"
571,42.452939,-4.886203,"A","4","A","1","43","Quercus pyrenaica",NA,NA,3,0,0,NA,NA,2,"Thicket",2,"Thicket",1,"Natural","3","Coppice (stump or root sprout)",1,"Natural",4,"Mixed: seed and sprout",NA,20,20,3,">15 stems",2,"5–15 stems",3,">15 stems"
572,42.453138,-4.874049,"A","4",NA,NA,"25","Pinus nigra",2,16,NA,15,NA,"2","Thicket",3,"Polewood",NA,NA,2,"Artificial","A",NA,NA,NA,NA,NA,70,90,NA,0,NA,NA,NA,NA,NA
572,42.453138,-4.874049,"A","4",NA,NA,"25","Pinus nigra",2,16,NA,15,NA,"1","Young growth",3,"Polewood",NA,NA,2,"Artificial","A",NA,NA,NA,NA,NA,60,90,NA,0,NA,NA,NA,NA,NA
572,42.453138,-4.874049,"A","4",NA,NA,"43","Quercus pyrenaica",NA,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","3","Coppice (stump or root sprout)",NA,NA,NA,NA,NA,10,NA,3,">15 stems",2,"5–15 stems",NA,NA
573,42.453336,-4.861894,"A","1","A","1","215","Crataegus monogyna",NA,NA,NA,NA,0,NA,NA,NA,NA,2,"Thicket",NA,NA,NA,NA,1,"Natural",4,"Mixed: seed and sprout",NA,NA,20,NA,NA,NA,NA,1,"1–4 stems"
573,42.453336,-4.861894,"A","1","A","1","295","Prunus spinosa",NA,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,30,NA,NA,NA,3,">15 stems",NA,NA
573,42.453336,-4.861894,"A","1","A","1","43","Quercus pyrenaica",NA,NA,1,0,0,"2","Thicket",2,"Thicket",2,"Thicket",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",70,50,60,3,">15 stems",3,">15 stems",2,"5–15 stems"
574,42.44449007,-4.86148878,NA,NA,"A","1","43","Quercus pyrenaica",NA,NA,1,0,0,"2","Thicket",2,"Thicket",2,"Thicket",1,"Natural","3","Coppice (stump or root sprout)",1,"Natural",4,"Mixed: seed and sprout",70,100,100,3,">15 stems",2,"5–15 stems",3,">15 stems"
575,42.435136,-4.873512,"A","1","A","1","25","Pinus nigra",NA,8,18,15,0,"2","Thicket",3,"Polewood",3,"Polewood",2,"Artificial","I",NA,2,"Artificial",2,"Plantation",70,70,70,1,"1–4 stems",NA,NA,NA,NA
575,42.435136,-4.873512,"A","1","A","1","43","Quercus pyrenaica",NA,NA,2,0,0,NA,NA,2,"Thicket",2,"Thicket",1,"Natural","3","Coppice (stump or root sprout)",1,"Natural",4,"Mixed: seed and sprout",NA,30,20,3,">15 stems",3,">15 stems",3,">15 stems"
577,42.408133,-4.872708,"A","1","A","1","25","Pinus nigra",NA,8,18,15,0,"2","Thicket",3,"Polewood",4,"Old growth",2,"Artificial","A",NA,2,"Artificial",2,"Plantation",90,90,90,1,"1–4 stems",NA,NA,NA,NA
577,42.408133,-4.872708,"A","1","A","1","43","Quercus pyrenaica",NA,1,2,0,0,NA,NA,3,"Polewood",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,10,10,3,">15 stems",3,">15 stems",2,"5–15 stems"
579,42.398732,-4.896729,"A","4",NA,NA,"43","Quercus pyrenaica",9,4,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,100,NA,3,">15 stems",3,">15 stems",NA,NA
580,42.381129,-4.871905,"A","1","A","4","43","Quercus pyrenaica",1,2,NA,0,0,"3","Polewood",3,"Polewood",2,"Thicket",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",60,60,60,3,">15 stems",2,"5–15 stems",2,"5–15 stems"
582,42.489538,-4.8508,"A","4",NA,NA,"25","Pinus nigra",34,46,NA,0,NA,"1","Young growth",3,"Polewood",NA,NA,2,"Artificial","B",NA,NA,NA,NA,NA,40,90,NA,0,NA,NA,NA,NA,NA
584,42.493881,-4.55888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,42.480536,-4.850534,"A","1",NA,NA,"25","Pinus nigra",22,43,NA,25,NA,"2","Thicket",3,"Polewood",NA,NA,2,"Artificial","B",NA,NA,NA,NA,NA,60,80,NA,0,NA,NA,NA,NA,NA
585,42.480536,-4.850534,"A","1",NA,NA,"25","Pinus nigra",22,43,NA,25,NA,"3","Polewood",3,"Polewood",NA,NA,2,"Artificial","B",NA,NA,NA,NA,NA,90,80,NA,0,NA,NA,NA,NA,NA
586,42.484713,-4.570819,"A","1","A","1","25","Pinus nigra",NA,11,18,0,0,"2","Thicket",3,"Polewood",3,"Polewood",2,"Artificial","A",NA,2,"Artificial",2,"Plantation",60,50,70,0,NA,NA,NA,1,"1–4 stems"
586,42.484713,-4.570819,"A","1","A","1","25","Pinus nigra",NA,11,18,0,0,"2","Thicket",3,"Polewood",3,"Polewood",2,"Artificial","A",NA,2,"Artificial",2,"Plantation",70,50,70,0,NA,NA,NA,1,"1–4 stems"
586,42.484713,-4.570819,"A","1","A","1","43","Quercus pyrenaica",NA,2,10,0,0,NA,NA,2,"Thicket",3,"Polewood",1,"Natural","3","Coppice (stump or root sprout)",1,"Natural",4,"Mixed: seed and sprout",NA,40,30,3,">15 stems",3,">15 stems",3,">15 stems"
586,42.484713,-4.570819,"A","1","A","1","44","Quercus faginea",NA,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","3","Coppice (stump or root sprout)",NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,2,"5–15 stems"
587,42.484879,-4.558656,"A","1",NA,NA,"43","Quercus pyrenaica",NA,1,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,20,NA,3,">15 stems",2,"5–15 stems",NA,NA
587,42.484879,-4.558656,"A","1",NA,NA,"44","Quercus faginea",NA,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,30,NA,3,">15 stems",3,">15 stems",NA,NA
588,42.471535,-4.850269,"A","4",NA,NA,"25","Pinus nigra",NA,29,NA,20,NA,"1","Young growth",3,"Polewood",NA,NA,2,"Artificial","B",NA,NA,NA,NA,NA,60,100,NA,0,NA,NA,NA,NA,NA
588,42.471535,-4.850269,"A","4",NA,NA,"25","Pinus nigra",NA,29,NA,20,NA,"2","Thicket",3,"Polewood",NA,NA,2,"Artificial","B",NA,NA,NA,NA,NA,90,100,NA,0,NA,NA,NA,NA,NA
588,42.471535,-4.850269,"A","4",NA,NA,"43","Quercus pyrenaica",NA,NA,NA,NA,0,NA,NA,NA,NA,2,"Thicket",NA,NA,NA,NA,1,"Natural",4,"Mixed: seed and sprout",NA,NA,100,NA,NA,NA,NA,1,"1–4 stems"
591,42.462924,-4.82569,"A","1",NA,NA,"25","Pinus nigra",7,10,NA,35,NA,"3","Polewood",4,"Old growth",NA,NA,2,"Artificial","J",NA,NA,NA,NA,NA,50,50,NA,1,"1–4 stems",NA,NA,NA,NA
592,42.453533,-4.849739,"A","4","A","1","25","Pinus nigra",13,25,25,30,0,"2","Thicket",3,"Polewood",4,"Old growth",2,"Artificial","C",NA,2,"Artificial",2,"Plantation",70,60,60,0,NA,NA,NA,NA,NA
592,42.453533,-4.849739,"A","4","A","1","25","Pinus nigra",13,25,25,30,0,"3","Polewood",3,"Polewood",4,"Old growth",2,"Artificial","C",NA,2,"Artificial",2,"Plantation",60,60,60,0,NA,NA,NA,NA,NA
592,42.453533,-4.849739,"A","4","A","1","43","Quercus pyrenaica",NA,1,2,0,0,NA,NA,2,"Thicket",2,"Thicket",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,10,10,NA,NA,NA,NA,1,"1–4 stems"
594,42.444532,-4.849474,"A","4",NA,NA,"43","Quercus pyrenaica",NA,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,20,NA,3,">15 stems",3,">15 stems",NA,NA
598,42.399526,-4.848151,"A","4",NA,NA,"43","Quercus pyrenaica",NA,1,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,60,NA,NA,NA,3,">15 stems",NA,NA
604,42.363521,-4.847095,"A","4",NA,NA,"25","Pinus nigra",11,37,NA,20,NA,"3","Polewood",3,"Polewood",NA,NA,2,"Artificial","A",NA,NA,NA,NA,NA,60,90,NA,0,NA,NA,NA,NA,NA
604,42.363521,-4.847095,"A","4",NA,NA,"25","Pinus nigra",11,37,NA,20,NA,"2","Thicket",3,"Polewood",NA,NA,2,"Artificial","A",NA,NA,NA,NA,NA,60,90,NA,0,NA,NA,NA,NA,NA
604,42.363521,-4.847095,"A","4",NA,NA,"43","Quercus pyrenaica",NA,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,10,NA,3,">15 stems",NA,NA,NA,NA
605,42.363716,-4.834958,"A","4",NA,NA,"25","Pinus nigra",16,22,NA,0,NA,"2","Thicket",3,"Polewood",NA,NA,2,"Artificial","C",NA,NA,NA,NA,NA,60,80,NA,0,NA,NA,NA,NA,NA
605,42.363716,-4.834958,"A","4",NA,NA,"43","Quercus pyrenaica",NA,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","3","Coppice (stump or root sprout)",NA,NA,NA,NA,NA,20,NA,3,">15 stems",3,">15 stems",NA,NA
608,42.354714,-4.834696,"A","1",NA,NA,"43","Quercus pyrenaica",NA,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","3","Coppice (stump or root sprout)",NA,NA,NA,NA,NA,10,NA,3,">15 stems",3,">15 stems",NA,NA
611,42.345906,-4.822299,"A","1","A","1","43","Quercus pyrenaica",NA,5,3,0,0,"3","Polewood",3,"Polewood",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",40,40,40,3,">15 stems",NA,NA,2,"5–15 stems"
611,42.345906,-4.822299,"A","1","A","1","44","Quercus faginea",NA,NA,1,0,0,NA,NA,3,"Polewood",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,30,30,3,">15 stems",2,"5–15 stems",NA,NA
611,42.345906,-4.822299,"A","1","A","1","45","Quercus ilex",10,11,4,0,0,NA,NA,3,"Polewood",4,"Old growth",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,30,30,NA,NA,NA,NA,1,"1–4 stems"
613,42.495924,-4.400731,NA,NA,NA,NA,"43","Quercus pyrenaica",2,7,NA,NA,NA,"2","Thicket",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,3,">15 stems",NA,NA,NA,NA
616,42.486005,-4.473514,"A","1","A","4","43","Quercus pyrenaica",3,5,3,0,0,"3","Polewood",4,"Old growth",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",40,30,40,3,">15 stems",1,"1–4 stems",3,">15 stems"
616,42.486005,-4.473514,"A","1","A","4","45","Quercus ilex",1,1,13,0,0,NA,NA,3,"Polewood",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,30,60,NA,NA,NA,NA,1,"1–4 stems"
621,42.468765,-4.412289,"A","1",NA,NA,"26","Pinus pinaster",28,21,NA,0,NA,NA,NA,4,"Old growth",NA,NA,3,"Naturalized","5","Mixed: seed and plantation",NA,NA,NA,NA,NA,100,NA,0,NA,NA,NA,NA,NA
624,42.460779,-4.326973,"A","1",NA,NA,"25","Pinus nigra",20,20,NA,0,NA,"3","Polewood",4,"Old growth",NA,NA,3,"Naturalized","5","Mixed: seed and plantation",NA,NA,NA,NA,90,90,NA,0,NA,1,"1–4 stems",NA,NA
625,42.460919,-4.314813,"A","4","A","1","26","Pinus pinaster",43,18,23,0,0,"4","Old growth",4,"Old growth",4,"Old growth",3,"Naturalized","5","Mixed: seed and plantation",2,"Artificial",2,"Plantation",90,90,90,0,NA,NA,NA,3,">15 stems"
628,42.451634,-4.33894,"A","4","A","1","25","Pinus nigra",37,24,36,25,0,"3","Polewood",3,"Polewood",4,"Old growth",2,"Artificial","A",NA,2,"Artificial",2,"Plantation",90,90,90,NA,NA,NA,NA,1,"1–4 stems"
629,42.451776,-4.326783,"A","1","A","1","215","Crataegus monogyna",NA,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","1","Seed",NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,3,">15 stems"
629,42.451776,-4.326783,"A","1","A","1","25","Pinus nigra",2,30,19,0,0,"2","Thicket",3,"Polewood",4,"Old growth",3,"Naturalized","5","Mixed: seed and plantation",2,"Artificial",2,"Plantation",40,50,70,0,NA,NA,NA,NA,NA
629,42.451776,-4.326783,"A","1","A","1","43","Quercus pyrenaica",5,10,7,0,0,NA,NA,3,"Polewood",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,40,20,3,">15 stems",3,">15 stems",3,">15 stems"
630,42.442772,-4.326593,"A","4C",NA,NA,"25","Pinus nigra",NA,13,NA,15,NA,NA,NA,3,"Polewood",NA,NA,2,"Artificial","A",NA,NA,NA,NA,NA,NA,100,NA,2,"5–15 stems",NA,NA,NA,NA
1014,42.91377468,-4.79002978,NA,NA,"A","4","42","Quercus petraea",NA,NA,1,0,0,NA,NA,2,"Thicket",2,"Thicket",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,100,100,NA,NA,3,">15 stems",3,">15 stems"
1015,42.916811,-4.581752,"N","N","A","4","215","Crataegus monogyna",NA,NA,NA,0,40,NA,NA,2,"Thicket",2,"Thicket",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,10,10,NA,NA,2,"5–15 stems",3,">15 stems"
1015,42.916811,-4.581752,"N","N","A","4","43","Quercus pyrenaica",NA,8,25,0,0,NA,NA,3,"Polewood",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,90,90,NA,NA,3,">15 stems",3,">15 stems"
1016,42.904163,-4.826411,"N","N","A","1","42","Quercus petraea",NA,3,5,0,0,NA,NA,3,"Polewood",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,100,100,NA,NA,1,"1–4 stems",1,"1–4 stems"
1017,42.908476,-4.532539,"N","N",NA,NA,"43","Quercus pyrenaica",NA,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,10,NA,NA,NA,1,"1–4 stems",NA,NA
1018,42.895743,-4.789421,"N","N","A","1","43","Quercus pyrenaica",NA,2,23,0,0,NA,NA,2,"Thicket",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,40,40,NA,NA,2,"5–15 stems",3,">15 stems"
1019,42.898467,-4.605779,"N","N",NA,NA,"215","Crataegus monogyna",NA,NA,NA,0,NA,NA,NA,1,"Young growth",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,10,NA,NA,NA,1,"1–4 stems",NA,NA
1019,42.898467,-4.605779,"N","N",NA,NA,"43","Quercus pyrenaica",NA,26,NA,0,NA,NA,NA,3,"Polewood",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,90,NA,NA,NA,3,">15 stems",NA,NA
1021,42.877741,-4.7889,"N","N","A","1","71","Fagus sylvatica",NA,7,17,0,0,NA,NA,3,"Polewood",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,50,50,NA,NA,2,"5–15 stems",NA,NA
1022,42.880635,-4.593072,"N","N","A","1","43","Quercus pyrenaica",NA,NA,1,0,40,NA,NA,2,"Thicket",2,"Thicket",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,30,10,NA,NA,2,"5–15 stems",3,">15 stems"
1024,42.86877037,-4.78872838,NA,NA,"A","4C","21","Pinus sylvestris",NA,NA,4,5,20,NA,NA,1,"Young growth",2,"Thicket",2,"Artificial","B",NA,2,"Artificial",2,"Plantation",NA,90,90,NA,NA,2,"5–15 stems",NA,NA
1025,42.850354,-4.812586,"N","N","A","1","42","Quercus petraea",NA,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,10,NA,NA,NA,3,">15 stems",NA,NA
1026,42.850739,-4.78812,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1027,42.841929,-4.775629,"N","N","A","1","42","Quercus petraea",NA,2,3,0,0,NA,NA,3,"Polewood",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,90,90,NA,NA,NA,NA,1,"1–4 stems"
1031,42.836296,-4.542989,"N","N","A","1","45","Quercus ilex",NA,29,38,0,50,NA,NA,3,"Polewood",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,70,80,NA,NA,1,"1–4 stems",NA,NA
1036,42.95491,-4.423357,"N","N",NA,NA,"295","Prunus spinosa",NA,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,10,NA,NA,NA,3,">15 stems",NA,NA
1036,42.95491,-4.423357,"N","N",NA,NA,"43","Quercus pyrenaica",NA,26,NA,0,NA,NA,NA,3,"Polewood",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,80,NA,NA,NA,2,"5–15 stems",NA,NA
1037,42.945445,-4.459911,"N","N","A","1","215","Crataegus monogyna",NA,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,10,NA,NA,NA,1,"1–4 stems",2,"5–15 stems"
1037,42.945445,-4.459911,"N","N","A","1","43","Quercus pyrenaica",NA,30,42,0,50,NA,NA,3,"Polewood",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,90,90,NA,NA,3,">15 stems",3,">15 stems"
1038,42.936286,-4.471951,"N","N",NA,NA,"43","Quercus pyrenaica",NA,12,NA,0,NA,NA,NA,3,"Polewood",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,100,NA,NA,NA,3,">15 stems",NA,NA
1039,42.926805,-4.508486,"N","N","A","1","42","Quercus petraea",NA,NA,NA,0,NA,NA,NA,3,"Polewood",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,60,NA,NA,NA,3,">15 stems",NA,NA
1039,42.926805,-4.508486,"N","N","A","1","43","Quercus pyrenaica",NA,37,47,0,0,NA,NA,3,"Polewood",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,40,100,NA,NA,3,">15 stems",3,">15 stems"
1040,42.927126,-4.483986,"N","N","A","1","43","Quercus pyrenaica",NA,7,24,0,0,NA,NA,3,"Polewood",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,90,90,NA,NA,2,"5–15 stems",2,"5–15 stems"
1041,42.928205,-4.398234,"N","N","A","1","278","Sorbus aria",NA,1,1,0,0,NA,NA,2,"Thicket",2,"Thicket",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,10,10,NA,NA,1,"1–4 stems",NA,NA
1041,42.928205,-4.398234,"N","N","A","1","43","Quercus pyrenaica",NA,51,59,0,0,NA,NA,3,"Polewood",4,"Old growth",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,70,70,NA,NA,3,">15 stems",1,"1–4 stems"
1042,42.917641,-4.520514,"N","N","A","1","215","Crataegus monogyna",NA,1,1,0,40,NA,NA,2,"Thicket",2,"Thicket",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,20,30,NA,NA,2,"5–15 stems",2,"5–15 stems"
1042,42.917641,-4.520514,"N","N","A","1","295","Prunus spinosa",NA,NA,NA,0,NA,NA,NA,1,"Young growth",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,10,NA,NA,NA,2,"5–15 stems",NA,NA
1042,42.917641,-4.520514,"N","N","A","1","43","Quercus pyrenaica",NA,29,34,0,0,NA,NA,4,"Old growth",4,"Old growth",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,70,70,NA,NA,NA,NA,3,">15 stems"
1048,42.902352,-4.299658,"N","N","A","1","43","Quercus pyrenaica",NA,NA,4,0,0,NA,NA,2,"Thicket",2,"Thicket",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,40,40,NA,NA,3,">15 stems",2,"5–15 stems"
